"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name"
"Coturnix coturnix",1,1,"Coturnix coturnix","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:2474156","Coturnix coturnix","Coturnix coturnix"
"Coturnix delegorguei",0,1,"Coturnix delegorguei","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:2474141","Coturnix delegorguei","Coturnix delegorguei"
"Coturnix pectoralis",1,0,"Coturnix pectoralis","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:2474127","Coturnix pectoralis","Coturnix pectoralis"
"Coturnix ypsilophora",1,0,"Coturnix ypsilophora","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:2474145","Coturnix ypsilophora","Coturnix ypsilophora"
"Crabro cribrarius",1,1,"Crabro cribrarius","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4495025","Crabro cribrarius","Crabro cribrarius"
"Crabro scutellatus",1,1,"Crabro scutellatus","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4495018","Crabro scutellatus","Crabro scutellatus"
"Cracticus mentalis",1,0,"Cracticus mentalis","Animalia","Chordata","Aves","Passeriformes","Cracticidae","gbif","GBIF:2489441","Cracticus mentalis","Cracticus mentalis"
"Cracticus nigrogularis",1,0,"Cracticus nigrogularis","Animalia","Chordata","Aves","Passeriformes","Cracticidae","gbif","GBIF:2489439","Cracticus nigrogularis","Cracticus nigrogularis"
"Cracticus quoyi",1,0,"Cracticus quoyi","Animalia","Chordata","Aves","Passeriformes","Cracticidae","gbif","GBIF:2489442","Cracticus quoyi","Cracticus quoyi"
"Craniophora ligustri",1,1,"Craniophora ligustri","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1791422","Craniophora ligustri","Craniophora ligustri"
"Craspedocarpus blepharicarpus",1,0,"Craspedocarpus blepharicarpus",NA,"Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","ncbi","NCBI:2721653","Craspedocarpus blepharicarpus","Craspedocarpus blepharicarpus"
"Crassula aquatica",1,1,"Crassula aquatica","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","gbif","GBIF:7565449","Crassula aquatica","Crassula aquatica"
"Crassula connata",1,1,"Crassula connata","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","gbif","GBIF:8277749","Crassula connata","Crassula connata"
"Crassula moschata",1,1,"Crassula moschata","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","gbif","GBIF:5687990","Crassula moschata","Crassula moschata"
"Crassula solierii",1,1,"Crassula solieri","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","gbif","GBIF:5362062","Crassula solieri","Crassula solieri"
"Crassula solieri",1,1,"Crassula solieri","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","gbif","GBIF:5362062","Crassula solieri","Crassula solieri"
"Crassula tillaea",1,1,"Crassula tillaea","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","gbif","GBIF:5362055","Crassula tillaea","Crassula tillaea"
"Crataegus laevigata",1,1,"Crataegus laevigata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:8252683","Crataegus laevigata","Crataegus laevigata"
"Crataegus monogyna",1,1,"Crataegus monogyna","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:9220780","Crataegus monogyna","Crataegus monogyna"
"Crataegus sinaica",1,1,"Crataegus sinaica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3015045","Crataegus sinaica","Crataegus x sinaica"
"Crataegus sp.",1,1,"Crataegus sinaica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3015045","Crataegus sinaica","Crataegus x sinaica"
"Craterocephalus mugiloides",0,1,"Craterocephalus mugiloides","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinidae","gbif","GBIF:2411974","Craterocephalus mugiloides","Craterocephalus mugiloides"
"Crateroscelis murina",1,0,"Crateroscelis murina","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","gbif","GBIF:2486616","Crateroscelis murina","Crateroscelis murina"
"Crateroscelis robusta",1,0,"Crateroscelis robusta","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","gbif","GBIF:2486617","Crateroscelis robusta","Crateroscelis robusta"
"Crateva adansonii",1,0,"Crateva adansonii","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Capparaceae","gbif","GBIF:3871686","Crateva adansonii","Crateva adansonii"
"Cratoneuron filicinum",1,0,"Cratoneuron filicinum","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","gbif","GBIF:2673131","Cratoneuron filicinum","Cratoneuron filicinum"
"Cratosilis denticollis",1,1,"Cratosilis denticollis","Animalia","Arthropoda","Insecta","Coleoptera","Cantharidae","gbif","GBIF:4429590","Cratosilis denticollis","Cratosilis denticollis"
"Cremanthodium decaisnei",1,1,"Cremanthodium decaisnei","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3137286","Cremanthodium decaisnei","Cremanthodium decaisnei"
"Cremanthodium oblongatum",1,1,"Cremanthodium oblongatum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3137296","Cremanthodium oblongatum","Cremanthodium oblongatum"
"Cremanthodium reniforme",1,1,"Cremanthodium reniforme","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3137280","Cremanthodium reniforme","Cremanthodium reniforme"
"Crenitis punctatostriata",1,1,"Crenitis punctatostriata","Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","gbif","GBIF:4434127","Crenitis punctatostriata","Crenitis punctatostriata"
"Crepidula adunca",0,1,"Crepidula adunca","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","gbif","GBIF:5192785","Crepidula adunca","Crepidula adunca"
"Crepidula fornicata",1,1,"Crepidula fornicata","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","gbif","GBIF:5192789","Crepidula fornicata","Crepidula fornicata"
"Crepis acuminata",1,1,"Crepis acuminata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403557","Crepis acuminata","Crepis acuminata"
"Crepis alpestris",1,0,"Crepis alpestris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403589","Crepis alpestris","Crepis alpestris"
"Crepis biennis",1,1,"Crepis biennis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403531","Crepis biennis","Crepis biennis"
"Crepis capillaris",1,1,"Crepis capillaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403304","Crepis capillaris","Crepis capillaris"
"Crepis foetida",1,0,"Crepis foetida","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403470","Crepis foetida","Crepis foetida"
"Crepis froelichiana",1,0,"Crepis froelichiana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:7997372","Crepis froelichiana","Crepis froelichiana"
"Crepis intermedia",1,1,"Crepis intermedia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403395","Crepis intermedia","Crepis intermedia"
"Crepis jacquinii",1,0,"Crepis jacquinii","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403329","Crepis jacquinii","Crepis jacquinii"
"Crepis jacquinii",0,1,"Crepis jacquinii","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403329","Crepis jacquinii","Crepis jacquinii s lat"
"Crepis jacquinii",1,0,"Crepis jacquinii","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403329","Crepis kerneri","Crepis kerneri"
"Crepis monticola",1,1,"Crepis monticola","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403492","Crepis monticola","Crepis monticola"
"Crepis nana",1,1,"Askellia pygmaea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:6299010","Crepis nana","Crepis nana"
"Crepis occidentalis",1,1,"Crepis occidentalis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403548","Crepis occidentalis","Crepis occidentalis"
"Crepis paludosa",1,1,"Crepis paludosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403296","Crepis paludosa","Crepis paludosa"
"Crepis pleurocarpa",1,1,"Crepis pleurocarpa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403391","Crepis pleurocarpa","Crepis pleurocarpa"
"Crepis pulchra",1,0,"Crepis pulchra","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403272","Crepis pulchra","Crepis pulchra"
"Crepis sancta",1,0,"Crepis sancta","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403605","Crepis sancta","Crepis sancta"
"Crepis setosa",1,0,"Crepis setosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:4245384","Crepis setosa","Crepis setosa"
"Crepis vesicaria",1,0,"Crepis vesicaria","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403709","Crepis taraxacifolia","Crepis taraxacifolia"
"Crepis vesicaria",1,0,"Crepis vesicaria","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403709","Crepis vesicaria","Crepis vesicaria"
"Cressa truxillensis",1,1,"Cressa truxillensis","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","gbif","GBIF:5341708","Cressa truxillensis","Cressa truxillensis"
"Crex crex",1,1,"Crex crex","Animalia","Chordata","Aves","Gruiformes","Rallidae","gbif","GBIF:4408498","Crex crex","Crex crex"
"Criorhina asilica",1,1,"Criorhina asilica","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:5071001","Criorhina asilica","Criorhina asilica"
"Criorhina berberina",1,1,"Criorhina berberina","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:5070993","Criorhina berberina","Criorhina berberina"
"Criorhina floccosa",1,1,"Criorhina floccosa","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:5071031","Criorhina floccosa","Criorhina floccosa"
"Criorhina pachymera",1,1,"Criorhina pachymera","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:5070983","Criorhina pachymera","Criorhina pachymera"
"Criorhina ranunculi",1,1,"Criorhina ranunculi","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:5071002","Criorhina ranunculi","Criorhina ranunculi"
"Crithagra albogularis",0,1,"Crithagra albogularis","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:6100985","Crithagra albogularis","Crithagra albogularis"
"Crithagra atrogularis",0,1,"Crithagra atrogularis","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:6100979","Crithagra atrogularis","Crithagra atrogularis"
"Crithagra flaviventris",0,1,"Crithagra flaviventris","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:6100997","Crithagra flaviventris","Crithagra flaviventris"
"Crithagra gularis",0,1,"Crithagra gularis","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:6100998","Crithagra gularis","Crithagra gularis"
"Crithagra scotops",0,1,"Crithagra scotops","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:6101001","Crithagra scotops","Crithagra scotops"
"Crithagra sulphurata",0,1,"Crithagra sulphurata","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:6100973","Crithagra sulphuratus","Crithagra sulphuratus"
"Crocallis elinguaria",0,1,"Crocallis elinguaria","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1990551","Crocallis elinguaria","Crocallis elinguaria"
"Crocidium multicaule",1,1,"Crocidium multicaule","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5387284","Crocidium multicaule","Crocidium multicaule"
"Crocothemis erythraea",1,1,"Crocothemis erythraea","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","gbif","GBIF:1427721","Crocothemis erythraea","Crocothemis erythraea"
"Crocus albiflorus",1,0,"Crocus vernus","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","gbif","GBIF:2747567","Crocus albiflorus","Crocus albiflorus"
"Crossocerus annulipes",1,1,"Crossocerus annulipes","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4494871","Crossocerus annulipes","Crossocerus annulipes"
"Crossocerus capitosus",1,1,"Crossocerus capitosus","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4494930","Crossocerus capitosus","Crossocerus capitosus"
"Crossocerus cetratus",1,1,"Crossocerus cetratus","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4494908","Crossocerus cetratus","Crossocerus cetratus"
"Crossocerus distinguendus",1,1,"Crossocerus distinguendus","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4494914","Crossocerus distinguendus","Crossocerus distinguendus"
"Crossocerus nigritus",1,1,"Crossocerus nigritus","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4494902","Crossocerus nigritus","Crossocerus nigritus"
"Crossocerus ovalis",1,1,"Crossocerus ovalis","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4494873","Crossocerus ovalis","Crossocerus ovalis"
"Crossocerus podagricus",1,1,"Crossocerus podagricus","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4494906","Crossocerus podagricus","Crossocerus podagricus"
"Crossocerus quadrimaculatus",1,1,"Crossocerus quadrimaculatus","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4494932","Crossocerus quadrimaculatus","Crossocerus quadrimaculatus"
"Crossocerus wesmaeli",1,1,"Crossocerus wesmaeli","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:4494895","Crossocerus wesmaeli","Crossocerus wesmaeli"
"Crossosoma bigelovii",1,1,"Crossosoma bigelovii","Plantae","Tracheophyta","Magnoliopsida","Crossosomatales","Crossosomataceae","gbif","GBIF:5362091","Crossosoma bigelovii","Crossosoma bigelovii"
"Crossosoma californicum",1,1,"Crossosoma californicum","Plantae","Tracheophyta","Magnoliopsida","Crossosomatales","Crossosomataceae","gbif","GBIF:5362092","Crossosoma californicum","Crossosoma californicum"
"Croton californicus",1,1,"Croton californicus","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3059942","Croton californicus","Croton californicus"
"Croton setigerus",1,1,"Croton setigerus","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3058111","Croton setigerus","Croton setigerus"
"Croton setiger",1,1,"Croton setigerus","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3058111","Croton setigerus","Croton setigerus"
"Croton wigginsii",1,1,"Croton wigginsii","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3058056","Croton wigginsii","Croton wigginsii"
"Cruciata glabra",1,1,"Cruciata glabra","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","gbif","GBIF:5338929","Cruciata glabra","Cruciata glabra"
"Cruciata laevipes",1,1,"Cruciata laevipes","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","gbif","GBIF:5338920","Cruciata laevipes","Cruciata laevipes"
"Crupina vulgaris",1,0,"Crupina vulgaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3149965","Crupina vulgaris","Crupina vulgaris"
"Crustulina guttata",1,1,"Crustulina guttata","Animalia","Arthropoda","Arachnida","Araneae","Theridiidae","gbif","GBIF:2157862","Crustulina guttata","Crustulina guttata"
"Cryphaea heteromalla",1,0,"Cryphaea heteromalla","Plantae","Bryophyta","Bryopsida","Leucodontales","Cryphaeaceae","gbif","GBIF:5282851","Cryphaea heteromalla","Cryphaea heteromalla"
"Cryphia domestica",1,1,"Cryphia domestica","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:5113621","Cryphia domestica","Cryphia domestica"
"Cryphia muralis",1,1,"Cryphia muralis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:5113597","Cryphia muralis","Cryphia muralis"
"Cryphoeca silvicola",1,0,"Cryphoeca silvicola","Animalia","Arthropoda","Arachnida","Araneae","Cybaeidae","gbif","GBIF:2142177","Cryphoeca silvicola","Cryphoeca silvicola"
"Crypsedra gemmea",1,1,"Crypsedra gemmea","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:4534540","Crypsedra gemmea","Crypsedra gemmea"
"Sporobolus schoenoides",1,1,"Crypsis schoenoides","Plantae",NA,"Magnoliopsida","Poales","Poaceae","itis","ITIS:41605","Crypsis schoenoides","Crypsis schoenoides"
"Sporobolus niliacus",1,1,"Sporobolus niliacus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:9245994","Crypsis vaginiflora","Crypsis vaginiflora"
"Cryptantha affinis",1,1,"Cryptantha affinis","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:2926177","Cryptantha affinis","Cryptantha affinis"
"Cryptantha ambigua",1,1,"Cryptantha ambigua","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:2926297","Cryptantha ambigua","Cryptantha ambigua"
"Johnstonella angustifolia",1,1,"Cryptantha angustifolia","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:2926284","Cryptantha angustifolia","Cryptantha angustifolia"
"Cryptantha barbigera",1,1,"Cryptantha barbigera","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:2926215","Cryptantha barbigera","Cryptantha barbigera"
"Oreocarya cinerea",1,1,"Oreocarya suffruticosa","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:6395982","Cryptantha cinerea","Cryptantha cinerea var. abortiva"
"Oreocarya abortiva",1,1,"Oreocarya suffruticosa","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:6395982","Cryptantha cinerea","Cryptantha cinerea var. abortiva"
"Greeneocharis circumscissa",1,1,"Greeneocharis circumscissa","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:6395219","Cryptantha circumscissa","Cryptantha circumscissa"
"Cryptantha clevelandii",1,1,"Cryptantha clevelandii","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:2926233","Cryptantha clevelandii","Cryptantha clevelandii"
"Cryptantha clevelandii",1,1,"Cryptantha clevelandii","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:2926233","Cryptantha clevelandii","Cryptantha clevelandii var. florosa"
"Oreocarya confertiflora",1,1,"Oreocarya confertiflora","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:2926281","Cryptantha confertiflora","Cryptantha confertiflora"
