Global variation in the thermal tolerances of plants,,,,,,,,,,,,
Lesley T. Lancaster and Aelys M. Humphreys,,,,,,,,,,,,
Proceedings of the National Academy of Sciences USA (2020),,,,,,,,,,,,
,,,,,,,,,,,,
Dataset S1:,,,,,,,,,,,,
,,,,,,,,,,,,
Plant species clean,Plant species pre-cleaning,Thermal Tolerance_deg.C,Tmin or Tmax,Tolerance measure,Hardened y/n,Hardening approach,Latitude,Longitude,Elevation,Plant family,Growth form,Reference (see sheet 2 for full citation information)
Arabidopsis_kamchatica,Arabidopsis_kamchatica,-22.5,Tmin,LT50,y,laboratory acclimation,60.79,-148.9,236,Brassicaceae,annual_herb,"Armstrong et al., 2015"
Arabidopsis_kamchatica,Arabidopsis_kamchatica,-20,Tmin,LT50,y,laboratory acclimation,49.83,-125.88,603,Brassicaceae,annual_herb,"Armstrong et al., 2015"
Arabidopsis_kamchatica,Arabidopsis_kamchatica,-17,Tmin,LT50,y,laboratory acclimation,65.45,-145.51,856,Brassicaceae,annual_herb,"Armstrong et al., 2015"
Arabidopsis_kamchatica,Arabidopsis_kamchatica,-10.5,Tmin,LT50,n,laboratory acclimation,60.79,-148.9,236,Brassicaceae,annual_herb,"Armstrong et al., 2015"
Arabidopsis_kamchatica,Arabidopsis_kamchatica,-10,Tmin,LT50,n,laboratory acclimation,65.45,-145.51,856,Brassicaceae,annual_herb,"Armstrong et al., 2015"
Arabidopsis_kamchatica,Arabidopsis_kamchatica,-9.5,Tmin,LT50,n,laboratory acclimation,49.83,-125.88,603,Brassicaceae,annual_herb,"Armstrong et al., 2015"
Arabis_alpina,Arabis_alpina,44.1,Tmax,LT50,no_data,,60.6,7.5,1248,Brassicaceae,perennial_herb,"Gauslaa, 1984"
Arachniodes_miqueliana,Arachnoides_miqueliana,-15,Tmin,LT50,no_data,,43.25,142.65,NA,Dryopteridaceae,perennial_herb,"Sato, 1982"
Arachniodes_mutica,Arachnoides_mutica,-40,Tmin,LT50,no_data,,43.25,142.65,NA,Dryopteridaceae,perennial_herb,"Sato, 1982"
Arachniodes_standishii,Arachnoides_standishii,-12.5,Tmin,LT50,no_data,,43.25,142.65,NA,Dryopteridaceae,perennial_herb,"Sato, 1982"
Araucaria_bidwillii,Araucaria_bidwilli,-8,Tmin,LT50,no_data,,-26,151,1100,Araucariaceae,tree,"Offord, 2011"
Araucaria_bidwillii,Araucaria_bidwilli,57,Tmax,LT50,no_data,,-26,151,1100,Araucariaceae,tree,"Offord, 2011"
Araucaria_cunninghamii,Araucaria_cunninghamii,-10,Tmin,LT50,no_data,,-28,153,30,Araucariaceae,tree,"Offord, 2011"
Araucaria_cunninghamii,Araucaria_cunninghamii,59,Tmax,LT50,no_data,,-28,153,30,Araucariaceae,tree,"Offord, 2011"
Araucaria_heterophylla,Araucaria_heterophylla,-7,Tmin,LT50,no_data,,-29.019,167.949,30,Araucariaceae,tree,"Offord, 2011"
Araucaria_heterophylla,Araucaria_heterophylla,57.5,Tmax,LT50,no_data,,-29.019,167.949,30,Araucariaceae,tree,"Offord, 2011"
Arbutus_andrachne,Arbutus_andrachne,53,Tmax,LT50,no_data,,31.767,35.234,754,Ericaceae,tree,"Konis, 1949"
Arbutus_unedo,Arbutus_unedo,-13,Tmin,LT100,y,seasonal variation in the wild,45.883,10.8333,70,Ericaceae,tree,"Larcher, 1954"
Arbutus_unedo,Arbutus_unedo,-12,Tmin,LT50,no_data,,45.65,10.72,65,Ericaceae,tree,"Larcher, 2000"
Arbutus_unedo,Arbutus_unedo,-8,Tmin,LT100,n,seasonal variation in the wild,45.883,10.8333,70,Ericaceae,tree,"Larcher, 1954"
Arbutus_unedo,Arbutus_unedo,51.5,Tmax,LT50,no_data,,41.744,2.464,580,Ericaceae,tree,"Lange & Lange, 1962"
Arbutus_unedo,Arbutus_unedo,51.5,Tmax,LT50,no_data,,41.744,2.464,690,Ericaceae,tree,"Lange & Lange, 1962"
Arbutus_unedo,Arbutus_unedo,52,Tmax,LT50,no_data,,41.744,2.464,900,Ericaceae,tree,"Lange & Lange, 1962"
Arbutus_unedo,Arbutus_unedo,53,Tmax,LT50,no_data,,41.68,2.788,28,Ericaceae,tree,"Lange & Lange, 1963"
Arbutus_unedo,Arbutus_unedo,53,Tmax,LT50,no_data,,41.744,2.464,380,Ericaceae,tree,"Lange & Lange, 1962"
Arbutus_unedo,Arbutus_unedo,54,Tmax,LT50,no_data,,41.744,2.464,50,Ericaceae,tree,"Lange & Lange, 1962"
Arctostaphylos_alpinus,Arctostaphylos_alpinus,49.2,Tmax,LT50,no_data,,60.6,7.5,1248,Ericaceae,shrub,"Gauslaa, 1984"
Arctostaphylos_alpinus,Arctostaphylos_alpina,51.03,Tmax,Tmax,y,seasonal variation in the wild,68.63,-149.6,720,Ericaceae,shrub,"O’sullivan et al., 2017"
Arctostaphylos_uva-ursi,Arctostaphylos_uva-ursi,-9,Tmin,LT100,no_data,,47.22,11.5,2000,Ericaceae,shrub,"Larcher & Wagner, 1976"
Arctostaphylos_uva-ursi,Arctostaphylos_uva-ursi,44,Tmax,Tmax,no_data,,47,11,2000,Ericaceae,shrub,"Larcher & Wagner, 1976"
Arctostaphylos_uva-ursi,Arctostaphylos_uva-ursi,52.9,Tmax,LT50,no_data,,62.307,9.6055,908,Ericaceae,shrub,"Gauslaa, 1984"
Arctostaphylos_uva-ursi,Arctostaphylos_uva-ursi,54,Tmax,LT100,no_data,,47.22,11.5,2000,Ericaceae,shrub,"Larcher & Wagner, 1976"
Arenaria_venezuelana,Arenaria_jahnii,-18.8,Tmin,LT50,no_data,,8.867,-70.75,4200,Caryophyllaceae,cushion,"Squeo et al., 1991"
Argyrotegium_mackayi,Argyrotegium_mackayi,-7.6,Tmin,LT50,no_data,,-45.41805556,170.0913889,1240,Asteraceae,perennial_herb,"Bannister et al., 2005"
Argyroxiphium_sandwicense,Argyroxiphium_sandwicense,-14.8,Tmin,FT,no_data,,20.71,-156.25,NA,Asteraceae,shrub,"Lipp et al., 1994"
Ariocarpus_fissuratus,Ariocarpus_fissuratus,-10.2,Tmin,LT50,no_data,,34.68,-106.75,1466,Cactaceae,perennial_herb,"Garrett et al., 2010"
Ariocarpus_fissuratus,Ariocarpus_fissuratus,56.8,Tmax,LT50,no_data,,34.68,-106.75,1466,Cactaceae,perennial_herb,"Garrett et al., 2010"
Aristida_pungens,Aristida_pungens,56,Tmax,LT50,no_data,,20.7,-13,317,Poaceae,perennial_herb,"Lange, 1959"
Arnica_angustifolia,Arnica_alpina,56.22,Tmax,Tmax,y,seasonal variation in the wild,68.63,-149.6,720,Asteraceae,perennial_herb,"O’sullivan et al., 2017"
Arrhenatherum_elatius,Arrhenaterum_elatior,-7,Tmin,LT50,no_data,,47.5,14,NA,Poaceae,perennial_herb,"Maier, 1971"
Arrhenatherum_elatius,Arrhenaterum_elatior,44,Tmax,LT50,no_data,,47.5,14,NA,Poaceae,perennial_herb,"Maier, 1971"
Artemisia_californica,Artemisia_californica,53,Tmax,Tmax,no_data,,34.45,-119.52,NA,Asteraceae,shrub,"Knight & Ackerly, 2002"
Artemisia_californica,Artemisia_californica,53.9,Tmax,Tmax,no_data,,37.4,-122.2,80,Asteraceae,shrub,"Knight & Ackerly, 2002"
Artemisia_norvegica,Artemisia_norvegica,47.4,Tmax,LT50,no_data,,62.307,9.6055,908,Asteraceae,shrub,"Gauslaa, 1984"
Artemisia_tridentata,Artemisia_tridentata,42.9,Tmax,LT50,y,manipulation of environmental temperature in the field,38.883,-107.033,2920,Asteraceae,shrub,"Loik & Harte, 1996"
Artemisia_tridentata,Artemisia_tridentata,44.8,Tmax,LT50,n,manipulation of environmental temperature in the field,38.883,-107.033,2920,Asteraceae,shrub,"Loik & Harte, 1996"
Artemisia_vulgaris,Artemisia_vulgaris,48.6,Tmax,LT50,no_data,,59.67,10.78,105,Asteraceae,shrub,"Gauslaa, 1984"
Arthrocnemum_glaucum,Arthrocnemum_glaucum,49,Tmax,LT50,no_data,,18.1,-16,3,Amaranthaceae,shrub,"Lange, 1959"
Arundo_donax,Arundo_donax,-16.4,Tmin,LT50,no_data,,47.16,19.6,NA,Poaceae,perennial_herb,"Pompeiano et al., 2015"
Arundo_donax,Arundo_donax,-15.7,Tmin,LT50,y,laboratory acclimation,15.2,-86.24,NA,Poaceae,perennial_herb,"Pompeiano et al., 2015"
Arundo_donax,Arundo_donax,-12.8,Tmin,LT50,n,laboratory acclimation,15.2,-86.24,NA,Poaceae,perennial_herb,"Pompeiano et al., 2015"
Arundo_donax,Arundo_donax,54,Tmax,LT50,no_data,,41.68,2.788,28,Poaceae,perennial_herb,"Lange & Lange, 1963"
Ascarina_lucida,Ascarina_lucida,-3,Tmin,FR,y,laboratory acclimation,-42.7,171,50,Chloranthaceae,tree,"Sakai & Wardle, 1978"
Asparagus_acutifolius,Asparagus_acutifolius,54,Tmax,LT50,no_data,,41.68,2.788,28,Asparagaceae,perennial_herb,"Lange & Lange, 1963"
Asplenium_auritum,Polypodium_serratum,-7,Tmin,FR,no_data,,39.7,2.7,NA,Aspleniaceae,perennial_herb,"Kappen, 1964"
Asplenium_auritum,Polypodium_serratum,45.5,Tmax,LT50,no_data,,39.7,2.7,NA,Aspleniaceae,perennial_herb,"Kappen, 1964"
Asplenium_auritum,Polypodium_serratum,47,Tmax,LT50,no_data,,28.3,-17,NA,Aspleniaceae,perennial_herb,"Lösch, 1980"
Asplenium_bulbiferum,Asplenium_terrestre,-7.2,Tmin,no data,no_data,,-41.87,172.96,NA,Aspleniaceae,perennial_herb,"Ross Graham unpublished data, referenced in: (Bannister, 2007)"
Asplenium_bulbiferum,Asplenium_bulbiferum,-6,Tmin,no data,no_data,,-41.87,172.96,NA,Aspleniaceae,perennial_herb,"Ross Graham unpublished data, referenced in: (Bannister, 2007)"
Asplenium_flaccidum,Asplenium_flaccidum,-6.5,Tmin,no data,no_data,,-41.87,172.96,NA,Aspleniaceae,perennial_herb,"Ross Graham unpublished data, referenced in: (Bannister, 2007)"
Asplenium_incisum,Asplenium_incisum,-25,Tmin,LT50,no_data,,43.25,142.65,NA,Aspleniaceae,perennial_herb,"Sato, 1982"
Asplenium_oblongifolium,Asplenium_oblongifolium,-3.6,Tmin,no data,no_data,,-41.87,172.96,NA,Aspleniaceae,perennial_herb,"Ross Graham unpublished data, referenced in: (Bannister, 2007)"
Asplenium_onopteris,Asplenium_onopteris,52,Tmax,LT50,no_data,,41.68,2.788,28,Aspleniaceae,perennial_herb,"Lange & Lange, 1963"
Asplenium_petrarchae,Asplenium_glandulosum,-12,Tmin,FR,no_data,,39.7,2.7,NA,Aspleniaceae,perennial_herb,"Kappen, 1964"
Asplenium_resiliens,Asplenium_lyallii,-3.6,Tmin,no data,no_data,,-41.87,172.96,NA,Aspleniaceae,perennial_herb,"Ross Graham unpublished data, referenced in: (Bannister, 2007)"
Asplenium_ruprechtii,Camptosorus_sibilicus,-40,Tmin,LT50,no_data,,43.25,142.65,NA,Aspleniaceae,perennial_herb,"Sato, 1982"
Asplenium_ruta-muraria,Asplenium_ruta-muraria,-11,Tmin,FR,no_data,,51.5,10,263,Aspleniaceae,perennial_herb,"Kappen, 1964"
Asplenium_ruta-muraria,Asplenium_ruta-muraria,48,Tmax,LT50,no_data,,51.5,10,263,Aspleniaceae,perennial_herb,"Kappen, 1964"
Asplenium_scolopendrium,Asplenium_scolopendrium,-22.5,Tmin,LT50,no_data,,43.25,142.65,NA,Aspleniaceae,perennial_herb,"Sato, 1982"
Asplenium_scolopendrium,Phyllitis_scolopendrium,-13,Tmin,FR,no_data,,51.5,10,263,Aspleniaceae,perennial_herb,"Kappen, 1964"
Asplenium_scolopendrium,Phyllitis_scolopendrium,47.5,Tmax,LT50,no_data,,51.5,10,263,Aspleniaceae,perennial_herb,"Kappen, 1964"
Asplenium_septentrionale,Asplenium_septentrionale,-10,Tmin,FR,no_data,,51.5,10,263,Aspleniaceae,perennial_herb,"Kappen, 1964"
Asplenium_septentrionale,Asplenium_septentrionale,48.5,Tmax,LT50,no_data,,51.5,10,263,Aspleniaceae,perennial_herb,"Kappen, 1964"
Asplenium_trichomanes,Asplenium_trichomanes,-8,Tmin,FR,no_data,,51.9,10.5,244,Aspleniaceae,perennial_herb,"Kappen, 1964"
Asplenium_trichomanes,Asplenium_trichomanes,-3,Tmin,FR,no_data,,51.5,10,263,Aspleniaceae,perennial_herb,"Kappen, 1964"
Asplenium_trichomanes,Asplenium_trichomanes,48,Tmax,LT50,no_data,,51.5,10,263,Aspleniaceae,perennial_herb,"Kappen, 1964"
Astragalus_alpinus,Astragalus_alpinus,47.9,Tmax,LT50,no_data,,60.6,7.5,1248,Fabaceae,perennial_herb,"Gauslaa, 1984"
Astragalus_frigidus,Asrtragalus_frigidus,47.3,Tmax,LT50,no_data,,62.307,9.6055,908,Fabaceae,perennial_herb,"Gauslaa, 1984"
Astragalus_norvegicus,Astragalus_norvegicus,47.5,Tmax,LT50,no_data,,62.307,9.6055,908,Fabaceae,perennial_herb,"Gauslaa, 1984"
Astragalus_umbellatus,Astragalus_umbellatus,49.88,Tmax,Tmax,y,seasonal variation in the wild,68.63,-149.6,720,Fabaceae,perennial_herb,"O’sullivan et al., 2017"
Atherosperma_moschatum,Atherosperma_moschatum,-7.7,Tmin,LT50,y,glasshouse vs. outdoors,-42.68,146.667,700,Atherospermataceae,tree,"Read & Hill, 1989"
Atherosperma_moschatum,Atherosperma_moschatum,-7.5,Tmin,LT50,y,glasshouse vs. outdoors,-41.15,145.0167,180,Atherospermataceae,tree,"Read & Hill, 1989"
Atherosperma_moschatum,Atherosperma_moschatum,-7.1,Tmin,LT50,y,glasshouse vs. outdoors,-37.7,145.68,600,Atherospermataceae,tree,"Read & Hill, 1989"
Atherosperma_moschatum,Atherosperma_moschatum,-6.9,Tmin,LT50,y,glasshouse vs. outdoors,-31.83,151.45,1500,Atherospermataceae,tree,"Read & Hill, 1989"
Atherosperma_moschatum,Atherosperma_moschatum,-5.4,Tmin,LT50,n,glasshouse vs. outdoors,-42.68,146.667,700,Atherospermataceae,tree,"Read & Hill, 1989"
Atherosperma_moschatum,Atherosperma_moschatum,-5.4,Tmin,LT50,n,glasshouse vs. outdoors,-37.7,145.68,600,Atherospermataceae,tree,"Read & Hill, 1989"
Atherosperma_moschatum,Atherosperma_moschatum,-5.2,Tmin,LT50,n,glasshouse vs. outdoors,-41.15,145.0167,180,Atherospermataceae,tree,"Read & Hill, 1989"
Atherosperma_moschatum,Atherosperma_moschatum,-5,Tmin,LT50,n,glasshouse vs. outdoors,-31.83,151.45,1500,Atherospermataceae,tree,"Read & Hill, 1989"
Atherosperma_moschatum,Atherosperma_moschatum,44.89,Tmax,T50,n,seasonal variation in the wild,-43.083,146.65,595,Atherospermataceae,tree,"Zhu et al., 2018"
Atherosperma_moschatum,Atherosperma_moschatum,45.13,Tmax,T50,y,seasonal variation in the wild,-43.083,146.65,595,Atherospermataceae,tree,"Zhu et al., 2018"
Atherosperma_moschatum,Atherosperma_moschatum,59.14,Tmax,Tmax,y,seasonal variation in the wild,-43.09,146.65,217,Atherospermataceae,tree,"O’sullivan et al., 2017"
Athyrium_alpestre,Athyrium_distenifolium,47.1,Tmax,LT50,no_data,,60.6,7.5,1248,Athyriaceae,perennial_herb,"Gauslaa, 1984"
Athyrium_brevifrons,Athyrium_brevifrons,0,Tmin,LT50,no_data,,43.25,142.65,NA,Athyriaceae,perennial_herb,"Sato, 1982"
Athyrium_deltoidofrons,Athyrium_deltoidofrons,0,Tmin,LT50,no_data,,43.25,142.65,NA,Athyriaceae,perennial_herb,"Sato, 1982"
Athyrium_filix-femina,Athyrium_filix-femina,-8.5,Tmin,FT,y,seasonal variation in the wild,51.5,10,263,Athyriaceae,perennial_herb,"Kappen, 1964"
Athyrium_filix-femina,Athyrium_filix-femina,-3.5,Tmin,FT,n,seasonal variation in the wild,51.5,10,263,Athyriaceae,perennial_herb,"Kappen, 1964"
Athyrium_rupestre,Athyrium_rupestre,0,Tmin,LT50,no_data,,43.25,142.65,NA,Athyriaceae,perennial_herb,"Sato, 1982"
Athyrium_vidalii,Athyrium_vidalii,0,Tmin,LT50,no_data,,43.25,142.65,NA,Athyriaceae,perennial_herb,"Sato, 1982"
Athyrium_yokoscense,Athyrium_yokoscense,0,Tmin,LT50,no_data,,43.25,142.65,NA,Athyriaceae,perennial_herb,"Sato, 1982"
Atriplex_hymenelytra,Atriplex_hymenelytra,59.7,Tmax,Tmax,no_data,,35.183,-116.067,284,Amaranthaceae,shrub,"Knight & Ackerly, 2002"
Atriplex_leucophylla,Atriplex_leucophylla,53.3,Tmax,Tmax,no_data,,34.45,-119.52,NA,Amaranthaceae,shrub,"Knight & Ackerly, 2002"
Atriplex_nummularia,Atriplex_nummularia,47.54,Tmax,T50,n,seasonal variation in the wild,-30.267,120.7,450,Amaranthaceae,shrub,"Zhu et al., 2018"
Atriplex_nummularia,Atriplex_nummularia,50.2,Tmax,T50,no_data,,-32.46,137.74,14,Amaranthaceae,shrub,"Curtis, 2017"
Atriplex_nummularia,Atriplex_nummularia,52.45,Tmax,T50,y,seasonal variation in the wild,-30.267,120.7,450,Amaranthaceae,shrub,"Zhu et al., 2018"
Atriplex_nummularia,Atriplex_nummularia,57.28,Tmax,Tmax,y,seasonal variation in the wild,-30.26,120.69,459,Amaranthaceae,shrub,"O’sullivan et al., 2017"
Atriplex_vesicaria,Atriplex_vesicaria,52.5,Tmax,T50,no_data,,-32.46,137.74,14,Amaranthaceae,shrub,"Curtis, 2017"
Aulacomnium_turgidum,Aulacomnium_turgidum,-16,Tmin,LT50,no_data,,69.25,-53.55,33,Aulacomniaceae,bryophyte,"Biebl, 1967"
Aulacomnium_turgidum,Aulacomnium_turgidum,49,Tmax,LT50,no_data,,69.25,-53.55,33,Aulacomniaceae,bryophyte,"Biebl, 1967"
Austroblechnum_banksii,Blechnum_banksii,-3.6,Tmin,no data,no_data,,-41.87,172.96,NA,Blechnaceae,perennial_herb,"Ross Graham unpublished data, referenced in: (Bannister, 2007)"
Austroblechnum_lanceolatum,Blechnum_chambersii,-3.2,Tmin,no data,no_data,,-41.87,172.96,NA,Blechnaceae,perennial_herb,"Ross Graham unpublished data, referenced in: (Bannister, 2007)"
Austrolycopodium_fastigiatum,Lycopodium_fastigiartum,-12.6,Tmin,LT50,no_data,,-45.41805556,170.0913889,1240,Lycopodiaceae,perennial_herb,"Bannister et al., 2005"
Avicennia_germinans,Avicennia_nitida,3,Tmin,LT50,no_data,,18.3,-66.5,NA,Acanthaceae,shrub,"Biebl, 1964"
Avicennia_germinans,Avicennia_nitida,47,Tmax,LT50,no_data,,18.3,-66.5,NA,Acanthaceae,shrub,"Biebl, 1964"
Avicennia_marina,Avicennia_resinifera,-3,Tmin,FR,y,laboratory acclimation,-36.9,174.6,37,Acanthaceae,shrub,"Sakai & Wardle, 1978"
Axinaea_sp.,Axinaea_sp,53.71,Tmax,Tmax,y,seasonal variation in the wild,-13.19,-71.59,3000,Melastomataceae,shrub,"O’sullivan et al., 2017"
Azorella_corymbosa,Azorella_corymbosa,-13.7,Tmin,LT50,no_data,,-0.33,-78.2,4138,Apiaceae,cushion,"Sklenář et al., 2010"
Azorella_julianii,Azorella_julianii,-10.6,Tmin,LT50,no_data,,8.867,-70.75,4200,Apiaceae,cushion,"Squeo et al., 1991"
Azorella_pedunculata,Azorella_pedunculata,-11.5,Tmin,LT50,no_data,,-0.33,-78.2,4138,Apiaceae,cushion,"Sklenář et al., 2010"
Baccharis_caespitosa,Baccharis_caespitosa,-16.3,Tmin,LT50,no_data,,-0.33,-78.2,4138,Asteraceae,shrub,"Sklenář et al., 2010"
Baccharis_pilularis,Baccharis_pilularis,53.5,Tmax,Tmax,no_data,,37.4,-122.2,80,Asteraceae,shrub,"Knight & Ackerly, 2002"
Baccharis_pilularis,Baccharis_pilularis,54.3,Tmax,Tmax,no_data,,34.45,-119.52,NA,Asteraceae,shrub,"Knight & Ackerly, 2002"
Banksia_marginata,Banksia_marginata,-11.3,Tmin,LT50,no_data,,-42.9,147.3,1040,Proteaceae,shrub,"Blake & Hill, 1996"
Banksia_marginata,Banksia_marginata,-10.6,Tmin,LT50,no_data,,-42.92,147.3,320,Proteaceae,shrub,"Blake & Hill, 1996"
Banksia_marginata,Banksia_marginata,-10.6,Tmin,LT50,no_data,,-42.91,147.3,280,Proteaceae,shrub,"Blake & Hill, 1996"
Banksia_marginata,Banksia_marginata,-10.5,Tmin,LT50,no_data,,-42.91,147.3,120,Proteaceae,shrub,"Blake & Hill, 1996"
Banksia_marginata,Banksia_marginata,-10,Tmin,LT50,no_data,,-42.98,147.3,67,Proteaceae,shrub,"Blake & Hill, 1996"
Banksia_marginata,Banksia_marginata,-10,Tmin,LT50,no_data,,-42.15,147.3,250,Proteaceae,shrub,"Blake & Hill, 1996"
Banksia_marginata,Banksia_marginata,-10,Tmin,LT50,no_data,,-35.05,147.3,1000,Proteaceae,shrub,"Blake & Hill, 1996"
Banksia_prionotes,Banksia_prionotes,56.65,Tmax,Tmax,y,seasonal variation in the wild,-30.24,115.07,23,Proteaceae,shrub,"O’sullivan et al., 2017"
Bartsia_alpina,Bartsia_alpina,45.6,Tmax,LT50,no_data,,60.6,7.5,1248,Orobanchaceae,perennial_herb,"Gauslaa, 1984"
Bauhinia_gilva,Bauhinia_gilva,49.4,Tmax,T50,no_data,,-32.46,137.74,14,Fabaceae,tree,"Curtis, 2017"
Bazzania_cuneistipula,Bazzania_cf._cuneistipula,-11,Tmin,LT50,no_data,,18.3,-66.5,NA,Lepidoziaceae,bryophyte,"Biebl, 1964"
Bazzania_cuneistipula,Bazzania_cf._cuneistipula,36.5,Tmax,LT50,no_data,,18.3,-66.5,NA,Lepidoziaceae,bryophyte,"Biebl, 1964"
Bazzania_schwaneckiana,Bazzania_schwaneckiana,-11,Tmin,LT50,no_data,,18.3,-66.5,NA,Lepidoziaceae,bryophyte,"Biebl, 1964"
Bazzania_schwaneckiana,Bazzania_schwaneckiana,36.5,Tmax,LT50,no_data,,18.3,-66.5,NA,Lepidoziaceae,bryophyte,"Biebl, 1964"
Bazzania_stolonifera,Bazzania_stlonifera,-11,Tmin,LT50,no_data,,18.3,-66.5,NA,Lepidoziaceae,bryophyte,"Biebl, 1964"
Bazzania_stolonifera,Bazzania_stlonifera,36.5,Tmax,LT50,no_data,,18.3,-66.5,NA,Lepidoziaceae,bryophyte,"Biebl, 1964"
Begonia_decandra,Begonia_decandra,47,Tmax,LT50,no_data,,18.3,-66.5,NA,Begoniaceae,perennial_herb,"Biebl, 1964"
Beilschmiedia_tarairi,Beilschmiedia_tarairi,-4,Tmin,FR,y,laboratory acclimation,-36.9,174.6,50,Lauraceae,tree,"Sakai & Wardle, 1978"
Bejaria_aestuans,Bejaria_aestuans,57.54,Tmax,Tmax,y,seasonal variation in the wild,-13.19,-71.59,3000,Ericaceae,shrub,"O’sullivan et al., 2017"
Betula_lenta,Betula_lenta,56.09,Tmax,Tmax,y,seasonal variation in the wild,41.41,-74.01,335,Betulaceae,tree,"O’sullivan et al., 2017"
Betula_nana,Betula_nana,-5.5,Tmin,LT50,no_data,,69.25,-53.55,33,Betulaceae,tree,"Biebl, 1967"
Betula_nana,Betula_nana,46,Tmax,LT50,no_data,,60.6,7.5,1248,Betulaceae,tree,"Gauslaa, 1984"
Betula_nana,Betula_nana,47,Tmax,LT50,no_data,,69.25,-53.55,33,Betulaceae,tree,"Biebl, 1967"
Betula_nana,Betula_nana,47.02,Tmax,Tmax,y,seasonal variation in the wild,63.82,20.31,29,Betulaceae,tree,"O’sullivan et al., 2017"
Betula_nigra,Betula_nigra,-60,Tmin,FR,y,laboratory acclimation,38,-87.6,114,Betulaceae,tree,"Sakai & Weiser, 1973"
Betula_papyrifera,Betula_papyrifera,-80,Tmin,FR,y,laboratory acclimation,45.65,-89.45,479,Betulaceae,tree,"Sakai & Weiser, 1973"
Betula_papyrifera,Betula_papifera,53.72,Tmax,Tmax,y,seasonal variation in the wild,41.41,-74.01,335,Betulaceae,tree,"O’sullivan et al., 2017"
Betula_papyrifera,Betula_papifera,53.72,Tmax,Tmax,y,seasonal variation in the wild,47.96,-91.75,420,Betulaceae,tree,"O’sullivan et al., 2017"
Betula_pendula,Betula_pendula,56.08,Tmax,Tmax,y,seasonal variation in the wild,63.82,20.31,29,Betulaceae,tree,"O’sullivan et al., 2017"
Betula_pubescens,Betula_pubescens_ssp._Tortuosa,48.8,Tmax,LT50,no_data,,60.6,7.5,1248,Betulaceae,tree,"Gauslaa, 1984"
Beyeria_opaca,Beyeria_opaca,60.86,Tmax,Tmax,y,seasonal variation in the wild,-34.04,140.67,35,Euphorbiaceae,shrub,"O’sullivan et al., 2017"
Bistorta_bistortoides,Polygonium_bistortoides,28.5,Tmax,Tmax,no_data,,40,-107,3500,Polygonaceae,perennial_herb,"Larcher & Wagner, 1976"
Bistorta_officinalis,Polygonum_bistorta,55.52,Tmax,Tmax,y,seasonal variation in the wild,68.63,-149.6,720,Polygonaceae,perennial_herb,"O’sullivan et al., 2017"
Blechnum_penna-marina,Blechnum_penna-marina,-13.4,Tmin,no data,no_data,,-41.87,172.96,NA,Blechnaceae,perennial_herb,"Ross Graham unpublished data, referenced in: (Bannister, 2007)"
Blechnum_penna-marina,Blechnum_penna-marina,-13.2,Tmin,LT50,no_data,,-45.41805556,170.0913889,1240,Blechnaceae,perennial_herb,"Bannister et al., 2005"
Blechnum_spicant,Blechnum_spicant,-9,Tmin,FR,no_data,,51.5,10,263,Blechnaceae,perennial_herb,"Kappen, 1964"
Blechnum_spicant,Blechnum_spicant,50,Tmax,LT50,no_data,,51.5,10,263,Blechnaceae,perennial_herb,"Kappen, 1964"
Blepharostoma_trichophyllum,Blepharostoma_trichophyllum,-11,Tmin,LT50,no_data,,69.25,-53.55,33,Pseudolepicoleaceae,bryophyte,"Biebl, 1967"
Blepharostoma_trichophyllum,Blepharostoma_trichophyllum,43,Tmax,LT50,no_data,,69.25,-53.55,33,Pseudolepicoleaceae,bryophyte,"Biebl, 1967"
Bocoa_prouacensis,Bocoa_prouacensis,56.55,Tmax,Tmax,y,seasonal variation in the wild,5.27,-52.92,21,Fabaceae,tree,"O’sullivan et al., 2017"
Boscia_senegalensis,Boscia_senegalensis,56,Tmax,LT50,no_data,,20.7,-13,317,Capparaceae,tree,"Lange, 1959"
Bossiaea_walkeri,Bossiaea_walkeri,52.1,Tmax,T50,no_data,,-32.46,137.74,14,Fabaceae,shrub,"Curtis, 2017"
Bothriochloa_ischaemum,Bothriochloa_ischaemum,-23,Tmin,LT50,y,seasonal variation in the wild,46.67,10.58,964,Poaceae,perennial_herb,"Larcher et al., 1989"
Bothriochloa_ischaemum,Bothriochloa_ischaemum,60,Tmax,LT50,n,seasonal variation in the wild,46.67,10.58,964,Poaceae,perennial_herb,"Larcher et al., 1989"
Botrychium_multifidum,Sceptridium_multifidum,-40,Tmin,LT50,no_data,,43.25,142.65,NA,Ophioglossaceae,perennial_herb,"Sato, 1982"
Bougainvillea_glabra,Bougainvillea_glabra,-2.6,Tmin,LT50,no_data,,18.3,-66.5,NA,Nyctaginaceae,shrub,"Biebl, 1964"
Bougainvillea_glabra,Bougainvillea_glabra,53,Tmax,LT50,no_data,,18.3,-66.5,NA,Nyctaginaceae,shrub,"Biebl, 1964"
Brachychiton_gregorii,Brachychiton_gregorii,52,Tmax,T50,no_data,,-32.46,137.74,14,Malvaceae,tree,"Curtis, 2017"
Brachyglottis_bennettii,Senicio_bennettii,-10,Tmin,FR,y,laboratory acclimation,-42.9,171.55,910,Asteraceae,shrub,"Sakai & Wardle, 1978"
Brassica_fruticulosa,Brassica_fruticulosa,45,Tmax,LT50,no_data,,41.68,2.788,28,Brassicaceae,annual_herb,"Lange & Lange, 1963"
