record_species,record,order,family1,genus1,species1,family2,genus2,species2,family3,genus_species,genus3,species3,stage,n_numb,n_cat,n_comment,raw_ctm1,raw_ctm2,acclim,acclim_time,acclim_time_life_120,log_acclim_time,acclim_temp,safety,heating_rate,photoperiod,ep1,ep1_descrip,ep2,elevation,log_elevation,locality,geog_cat,abs_lat,log_abs_lat,latitude,longitude,source,comments,year,citation,reference,range,log_range,introduced,elev_min,elev_max,svl,log_svl,habitat,tmxslope,bioclim5,iucn_2014,iucn_2104risk
498_Anaxyrus americanus,498,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,39.2,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
496_Anaxyrus americanus,496,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,40,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
490_Anaxyrus americanus,490,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,40.2,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 29,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
492_Anaxyrus americanus,492,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,40.3,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
493_Anaxyrus americanus,493,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,40.4,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
494_Anaxyrus americanus,494,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,40.6,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
495_Anaxyrus americanus,495,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,40.6,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
491_Anaxyrus americanus,491,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,40.6,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 32,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
519_Anaxyrus woodhousii,519,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,8,A,N given,39.1,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
518_Anaxyrus woodhousii,518,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,9,A,N given,39.3,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
517_Anaxyrus woodhousii,517,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,6,A,N given,39.9,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
516_Anaxyrus woodhousii,516,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,8,A,N given,40,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
515_Anaxyrus woodhousii,515,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,8,A,N given,40,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
526_Anaxyrus woodhousii,526,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,40.1,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
527_Anaxyrus woodhousii,527,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,40.2,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
520_Anaxyrus woodhousii,520,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,40.2,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 27,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
522_Anaxyrus woodhousii,522,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,40.7,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
525_Anaxyrus woodhousii,525,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,40.8,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
524_Anaxyrus woodhousii,524,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,41,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
521_Anaxyrus woodhousii,521,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,41.1,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 32,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
523_Anaxyrus woodhousii,523,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,41.1,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
40_Bufo bufo,40,Anura,Bufonidae,Bufo,bufo,Bufonidae,Bufo,bufo,Bufonidae,Bufo bufo,Bufo,bufo,larva,15,B,N given,38.3,NA,Y,4,4,0.7,20,NA,1,12:12,S,Onset of spasms,NA,1756,3.24,Iberian Peninsula,Subtropical,37.379,1.573,37.379,-2.858,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",10383904,7.02,Not introduced,NA,3000,146,2.16,Terrestrial,0.030292917,28.8,Not threatened,0
10_Ceratophrys cranwelli,10,Anura,Ceratophryidae,Ceratophrys,cranwelli,Leptodactylidae,Ceratophrys,cranwelli,Ceratophryidae,Ceratophrys cranwelli,Ceratophrys,cranwelli,larva,12,B,N given,42,NA,Y,4,4,0.7,20,NA,1,12:12,S,Onset of spasms,NA,102,2.01,Northern Argentina,Subtropical,25.317,1.403,-25.317,-59.696,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",865896,5.94,Not introduced,NA,700,70,1.85,Terrestrial,0.012514206,34.6,Not threatened,0
26_Crossodactylus schmidti,26,Anura,Hylodidae,Crossodactylus,schmidti,Leptodactylidae,Crossodactylus,schmidti,Hylodidae,Crossodactylus schmidti,Crossodactylus,schmidti,larva,13,B,N given,36.6,NA,Y,4,4,0.7,20,NA,1,12:12,S,Onset of spasms,NA,312,2.49,Northeastern Argentina,Subtropical,27.087,1.433,-27.087,-54.95,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",34074,4.53,Not introduced,300,750,33,1.52,Aquatic & terrestrial,0.00282473,31.2,Threatened,1
27_Dendropsophus minutus,27,Anura,Hylidae,Dendropsophus,minutus,Hylidae,Dendropsophus,minuta,Hylidae,Dendropsophus minutus,Dendropsophus,minutus,larva,15,B,N given,40.6,NA,Y,4,4,0.7,20,NA,1,12:12,S,Onset of spasms,NA,312,2.49,Northeastern Argentina,Subtropical,27.087,1.433,-27.087,-54.95,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",11088235,7.04,Not introduced,NA,1800,33,1.52,Arboreal,0.00282473,31.2,Not threatened,0
11_Dermatonotus muelleri,11,Anura,Microhylidae,Dermatonotus,muelleri,Microhylidae,Dermatonotus,muelleri,Microhylidae,Dermatonotus muelleri,Dermatonotus,muelleri,larva,14,B,N given,43.6,NA,Y,4,4,0.7,20,NA,1,12:12,S,Onset of spasms,NA,102,2.01,Northern Argentina,Subtropical,25.317,1.403,-25.317,-59.696,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",4113641,6.61,Not introduced,NA,1500,75,1.88,Terrestrial,0.012514206,34.6,Not threatened,0
41_Discoglossus galganoi,41,Anura,Alytidae,Discoglossus,galganoi,Discoglossidae,Discoglossus,galganoi,Alytidae,Discoglossus galganoi,Discoglossus,galganoi,larva,15,B,N given,38.4,NA,Y,4,4,0.7,20,NA,1,12:12,S,Onset of spasms,NA,1756,3.24,Iberian Peninsula,Subtropical,37.379,1.573,37.379,-2.858,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",302740,5.48,Not introduced,NA,1940,75,1.88,Aquatic,0.030292917,28.8,Not threatened,0
12_Elachistocleis bicolor,12,Anura,Microhylidae,Elachistocleis,bicolor,Microhylidae,Elachistocleis,bicolor,Microhylidae,Elachistocleis bicolor,Elachistocleis,bicolor,larva,15,B,N given,41.7,NA,Y,4,4,0.7,20,NA,1,12:12,S,Onset of spasms,NA,102,2.01,Northern Argentina,Subtropical,25.317,1.403,-25.317,-59.696,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",1574449,6.2,Not introduced,0,200,33,1.52,Terrestrial,0.012514206,34.6,Not threatened,0
42_Epidalea calamita,42,Anura,Bufonidae,Epidalea,calamita,Bufonidae,Bufo,calamita,Bufonidae,Epidalea calamita,Epidalea,calamita,larva,30,B,N given,39.7,NA,Y,4,4,0.7,20,NA,1,12:12,S,Onset of spasms,NA,1756,3.24,Iberian Peninsula,Subtropical,37.379,1.573,37.379,-2.858,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",2270722,6.36,Not introduced,NA,2540,75,1.88,Terrestrial,0.030292917,28.8,Not threatened,0
544_Gastrophryne carolinensis,544,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne carolinensis,Gastrophryne,carolinensis,larva,10,B,N given,37.8,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.2,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
551_Gastrophryne carolinensis,551,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne carolinensis,Gastrophryne,carolinensis,larva,3,A,N given,38.7,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.2,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
550_Gastrophryne carolinensis,550,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne carolinensis,Gastrophryne,carolinensis,larva,10,B,N given,38.8,NA,Y,4,4,0.7,20,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.2,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
